120;110;80;40;1;0
200;110;80;40;1;0
280;110;80;40;1;0
360;110;80;40;1;0
440;110;80;40;1;0
520;110;80;40;1;0
600;110;80;40;1;0
120;150;80;40;1;0
200;150;80;40;3;0
280;150;80;40;3;0
360;150;80;40;3;0
440;150;80;40;3;0
520;150;80;40;3;0
600;150;80;40;1;0
120;190;80;40;2;0
520;190;80;40;1;0
600;190;80;40;1;0
440;230;80;40;1;0
520;230;80;40;1;0
440;270;80;40;1;0
360;270;80;40;1;0
280;310;80;40;1;0
360;310;80;40;1;3
200;350;80;40;1;0
280;350;80;40;1;3
120;390;80;40;1;0
200;390;80;40;1;3
120;430;80;40;1;0
200;430;80;40;3;0
280;430;80;40;3;0
360;430;80;40;3;0
440;430;80;40;3;0
520;430;80;40;3;0
600;430;80;40;1;0
600;390;80;40;2;0
120;470;80;40;1;0
200;470;80;40;1;0
280;470;80;40;1;0
360;470;80;40;1;0
440;470;80;40;1;0
520;470;80;40;1;0
600;470;80;40;1;0
