80;80;40;40;2;0
120;80;40;40;2;0
160;80;40;40;2;0
560;80;40;40;2;0
600;80;40;40;2;0
640;80;40;40;2;0
40;120;40;40;2;0
80;120;40;40;2;0
120;120;40;40;2;0
160;120;40;40;2;0
200;120;40;40;2;0
520;120;40;40;2;0
560;120;40;40;2;0
600;120;40;40;2;0
640;120;40;40;2;0
680;120;40;40;2;0
40;160;40;40;2;0
80;160;40;40;2;0
120;160;40;40;2;0
160;160;40;40;2;0
200;160;40;40;2;0
240;160;40;40;2;0
280;160;40;40;2;0
320;160;40;40;2;0
360;160;40;40;2;0
400;160;40;40;2;0
440;160;40;40;2;0
480;160;40;40;2;0
520;160;40;40;2;0
560;160;40;40;2;0
600;160;40;40;2;0
640;160;40;40;2;0
680;160;40;40;2;0
40;200;40;40;2;0
80;200;40;40;2;0
120;200;40;40;2;0
160;200;40;40;2;0
560;200;40;40;2;0
600;200;40;40;2;0
640;200;40;40;2;0
680;200;40;40;2;0
40;240;40;40;2;0
80;240;40;40;2;0
120;240;40;40;2;0
600;240;40;40;2;0
640;240;40;40;2;0
680;240;40;40;2;0
80;280;40;40;2;0
640;280;40;40;2;0
80;320;40;40;2;0
160;320;40;40;2;0
200;320;40;40;2;0
240;320;40;40;2;0
480;320;40;40;2;0
520;320;40;40;2;0
560;320;40;40;2;0
640;320;40;40;2;0
40;360;40;40;2;0
160;360;40;40;2;0
200;360;40;40;2;0
240;360;40;40;2;0
480;360;40;40;2;0
520;360;40;40;2;0
560;360;40;40;2;0
680;360;40;40;2;0
40;400;40;40;2;0
160;400;40;40;2;0
200;400;40;40;2;0
240;400;40;40;2;0
480;400;40;40;2;0
520;400;40;40;2;0
560;400;40;40;2;0
680;400;40;40;2;0
40;440;40;40;2;0
160;440;40;40;2;0
240;440;40;40;2;0
480;440;40;40;2;0
560;440;40;40;2;0
680;440;40;40;2;0
40;480;40;40;2;0
160;480;40;40;2;0
200;480;40;40;2;0
240;480;40;40;2;0
360;480;40;40;2;0
480;480;40;40;2;0
520;480;40;40;2;0
560;480;40;40;2;0
680;480;40;40;2;0
40;520;40;40;2;0
320;520;40;40;2;0
400;520;40;40;2;0
680;520;40;40;2;0
80;560;40;40;2;0
640;560;40;40;2;0
120;600;40;40;2;0
160;600;40;40;2;0
560;600;40;40;2;0
600;600;40;40;2;0
200;640;40;40;2;0
240;640;40;40;2;0
280;640;40;40;2;0
320;640;40;40;2;0
360;640;40;40;2;0
400;640;40;40;2;0
440;640;40;40;2;0
480;640;40;40;2;0
520;640;40;40;2;0

