0;40;80;40;1;4
240;40;80;40;1;4
480;40;80;40;1;4
720;40;80;40;1;3
80;80;80;40;1;0
320;80;80;40;1;5
560;80;80;40;2;0
160;120;80;40;1;0
400;120;80;40;2;0
640;120;80;40;2;0
0;160;80;40;1;4
240;160;80;40;1;0
480;160;80;40;3;0
720;160;80;40;1;3
80;200;80;40;1;0
320;200;80;40;2;0
560;200;80;40;2;0
160;240;80;40;1;0
400;240;80;40;3;0
640;240;80;40;1;5
0;280;80;40;1;4
240;280;80;40;2;0
480;280;80;40;2;0
720;280;80;40;1;3
80;320;80;40;1;5
320;320;80;40;3;0
560;320;80;40;1;0
160;360;80;40;2;0
400;360;80;40;2;0
640;360;80;40;1;0
0;400;80;40;1;4
240;400;80;40;3;0
480;400;80;40;1;0
720;400;80;40;1;3
80;440;80;40;2;0
320;440;80;40;2;0
560;440;80;40;1;0
160;480;80;40;2;0
400;480;80;40;1;5
640;480;80;40;1;0
0;520;80;40;1;4
240;520;80;40;1;3
480;520;80;40;1;0
720;520;80;40;1;4

