80;80;80;40;1;1
160;80;80;40;1;0
240;80;80;40;1;0
320;80;80;40;1;0
400;80;80;40;1;0
480;80;80;40;1;0
560;80;80;40;1;0
640;80;80;40;1;2
680;120;40;80;1;0
680;200;40;80;1;0
680;280;40;80;1;0
680;360;40;80;1;0
680;440;40;80;1;0
680;520;40;80;1;5
600;560;80;40;1;0
520;560;80;40;1;0
440;560;80;40;1;3
360;560;80;40;1;4
280;560;80;40;1;3
200;560;80;40;1;0
120;560;80;40;1;0
80;520;40;80;1;5
80;440;40;80;1;0
80;360;40;80;1;0
80;280;40;80;1;0
80;200;40;80;1;0
80;120;40;80;1;0
240;200;80;40;2;0
320;200;80;40;2;0
400;200;80;40;2;0
480;200;80;40;2;0
560;200;40;80;2;2
560;280;40;80;2;0
560;360;40;80;2;0
520;440;80;40;2;5
440;440;80;40;2;4
360;440;80;40;2;3
280;440;80;40;2;4
200;440;80;40;2;5
200;360;40;80;2;0
200;280;40;80;2;0
200;200;40;80;2;1
360;280;80;40;3;0
440;280;40;80;3;0
400;360;80;40;1;0
320;360;80;40;1;0
320;280;40;80;3;0
